EPotencial:	ECinetica:	ETotal:
-11.556203,	5.784676,	-5.771527
-11.556424,	5.784787,	-5.771638
-11.556645,	5.784897,	-5.771748
-11.556867,	5.785008,	-5.771859
-11.557088,	5.785118,	-5.771969
-11.557309,	5.785229,	-5.772080
-11.557530,	5.785339,	-5.772190
-11.557751,	5.785450,	-5.772301
-11.557972,	5.785560,	-5.772411
-11.558193,	5.785671,	-5.772522
-11.558414,	5.785781,	-5.772633
-11.558635,	5.785892,	-5.772743
-11.558856,	5.786002,	-5.772854
-11.559077,	5.786113,	-5.772964
-11.559298,	5.786223,	-5.773075
-11.559519,	5.786334,	-5.773185
-11.559740,	5.786445,	-5.773296
-11.559961,	5.786555,	-5.773406
-11.560182,	5.786666,	-5.773517
-11.560403,	5.786776,	-5.773627
-11.560624,	5.786887,	-5.773738
-11.560845,	5.786997,	-5.773848
-11.561066,	5.787108,	-5.773959
-11.561288,	5.787218,	-5.774069
-11.561509,	5.787329,	-5.774180
-11.561730,	5.787439,	-5.774290
-11.561951,	5.787550,	-5.774401
-11.562172,	5.787660,	-5.774511
-11.562393,	5.787771,	-5.774622
-11.562614,	5.787881,	-5.774732
-11.562835,	5.787992,	-5.774843
-11.563056,	5.788102,	-5.774954
-11.563277,	5.788213,	-5.775064
-11.563498,	5.788323,	-5.775175
-11.563719,	5.788434,	-5.775285
-11.563940,	5.788545,	-5.775396
-11.564161,	5.788655,	-5.775506
-11.564382,	5.788766,	-5.775617
-11.564603,	5.788876,	-5.775727
-11.564824,	5.788987,	-5.775838
-11.565045,	5.789097,	-5.775948
-11.565266,	5.789208,	-5.776059
-11.565487,	5.789318,	-5.776169
-11.565709,	5.789429,	-5.776280
-11.565930,	5.789539,	-5.776390
-11.566151,	5.789650,	-5.776501
-11.566372,	5.789760,	-5.776611
-11.566593,	5.789871,	-5.776722
-11.566814,	5.789981,	-5.776832
-11.567035,	5.790092,	-5.776943
-11.567256,	5.790202,	-5.777053
-11.567477,	5.790313,	-5.777164
-11.567698,	5.790423,	-5.777274
-11.567919,	5.790534,	-5.777385
-11.568140,	5.790645,	-5.777496
-11.568361,	5.790755,	-5.777606
-11.568582,	5.790866,	-5.777717
-11.568803,	5.790976,	-5.777827
-11.569024,	5.791087,	-5.777938
-11.569245,	5.791197,	-5.778048
-11.569466,	5.791308,	-5.778159
-11.569687,	5.791418,	-5.778269
-11.569908,	5.791529,	-5.778380
-11.570130,	5.791639,	-5.778490
-11.570351,	5.791750,	-5.778601
-11.570572,	5.791860,	-5.778711
-11.570793,	5.791971,	-5.778822
-11.571014,	5.792081,	-5.778932
-11.571235,	5.792192,	-5.779043
-11.571456,	5.792302,	-5.779153
-11.571677,	5.792413,	-5.779264
-11.571898,	5.792524,	-5.779374
-11.572119,	5.792634,	-5.779485
-11.572340,	5.792745,	-5.779595
-11.572561,	5.792855,	-5.779706
-11.572782,	5.792966,	-5.779817
-11.573003,	5.793076,	-5.779927
-11.573224,	5.793187,	-5.780038
-11.573445,	5.793297,	-5.780148
-11.573666,	5.793408,	-5.780259
-11.573887,	5.793518,	-5.780369
-11.574108,	5.793629,	-5.780480
-11.574330,	5.793739,	-5.780590
-11.574551,	5.793850,	-5.780701
-11.574772,	5.793960,	-5.780811
-11.574993,	5.794071,	-5.780922
-11.575214,	5.794181,	-5.781032
-11.575435,	5.794292,	-5.781143
-11.575656,	5.794403,	-5.781253
-11.575877,	5.794513,	-5.781364
-11.576098,	5.794624,	-5.781474
-11.576319,	5.794734,	-5.781585
-11.576540,	5.794845,	-5.781695
-11.576761,	5.794955,	-5.781806
-11.576982,	5.795066,	-5.781916
-11.577203,	5.795176,	-5.782027
-11.577424,	5.795287,	-5.782138
-11.577645,	5.795397,	-5.782248
-11.577866,	5.795508,	-5.782359
-11.578087,	5.795618,	-5.782469
-11.578308,	5.795729,	-5.782580
-11.578530,	5.795839,	-5.782690
-11.578751,	5.795950,	-5.782801
-11.578972,	5.796060,	-5.782911
-11.579193,	5.796171,	-5.783022
-11.579414,	5.796282,	-5.783132
-11.579635,	5.796392,	-5.783243
-11.579856,	5.796503,	-5.783353
-11.580077,	5.796613,	-5.783464
-11.580298,	5.796724,	-5.783574
-11.580519,	5.796834,	-5.783685
-11.580740,	5.796945,	-5.783795
-11.580961,	5.797055,	-5.783906
-11.581182,	5.797166,	-5.784016
-11.581403,	5.797276,	-5.784127
-11.581624,	5.797387,	-5.784237
-11.581845,	5.797497,	-5.784348
-11.582066,	5.797608,	-5.784459
-11.582287,	5.797718,	-5.784569
-11.582508,	5.797829,	-5.784680
-11.582730,	5.797939,	-5.784790
-11.582951,	5.798050,	-5.784901
-11.583172,	5.798161,	-5.785011
-11.583393,	5.798271,	-5.785122
-11.583614,	5.798382,	-5.785232
-11.583835,	5.798492,	-5.785343
-11.584056,	5.798603,	-5.785453
-11.584277,	5.798713,	-5.785564
-11.584498,	5.798824,	-5.785674
-11.584719,	5.798934,	-5.785785
-11.584940,	5.799045,	-5.785895
-11.585161,	5.799155,	-5.786006
-11.585382,	5.799266,	-5.786116
-11.585603,	5.799376,	-5.786227
-11.585824,	5.799487,	-5.786337
-11.586045,	5.799597,	-5.786448
-11.586266,	5.799708,	-5.786558
-11.586487,	5.799818,	-5.786669
-11.586708,	5.799929,	-5.786779
-11.586930,	5.800040,	-5.786890
-11.587151,	5.800150,	-5.787001
-11.587372,	5.800261,	-5.787111
-11.587593,	5.800371,	-5.787222
-11.587814,	5.800482,	-5.787332
-11.588035,	5.800592,	-5.787443
-11.588256,	5.800703,	-5.787553
-11.588477,	5.800813,	-5.787664
-11.588698,	5.800924,	-5.787774
-11.588919,	5.801034,	-5.787885
-11.589140,	5.801145,	-5.787995
-11.589361,	5.801255,	-5.788106
-11.589582,	5.801366,	-5.788216
-11.589803,	5.801476,	-5.788327
-11.590024,	5.801587,	-5.788437
-11.590245,	5.801697,	-5.788548
-11.590466,	5.801808,	-5.788658
-11.590687,	5.801919,	-5.788769
-11.590909,	5.802029,	-5.788879
-11.591130,	5.802140,	-5.788990
-11.591351,	5.802250,	-5.789100
-11.591572,	5.802361,	-5.789211
-11.591793,	5.802471,	-5.789322
-11.592014,	5.802582,	-5.789432
-11.592235,	5.802692,	-5.789543
-11.592456,	5.802803,	-5.789653
-11.592677,	5.802913,	-5.789764
-11.592898,	5.803024,	-5.789874
-11.593119,	5.803134,	-5.789985
-11.593340,	5.803245,	-5.790095
-11.593561,	5.803355,	-5.790206
-11.593782,	5.803466,	-5.790316
-11.594003,	5.803577,	-5.790427
-11.594224,	5.803687,	-5.790537
-11.594445,	5.803798,	-5.790648
-11.594666,	5.803908,	-5.790758
-11.594887,	5.804019,	-5.790869
-11.595109,	5.804129,	-5.790979
-11.595330,	5.804240,	-5.791090
-11.595551,	5.804350,	-5.791200
-11.595772,	5.804461,	-5.791311
-11.595993,	5.804571,	-5.791421
-11.596214,	5.804682,	-5.791532
-11.596435,	5.804792,	-5.791643
-11.596656,	5.804903,	-5.791753
-11.596877,	5.805013,	-5.791864
-11.597098,	5.805124,	-5.791974
-11.597319,	5.805234,	-5.792085
-11.597540,	5.805345,	-5.792195
-11.597761,	5.805456,	-5.792306
-11.597982,	5.805566,	-5.792416
-11.598203,	5.805677,	-5.792527
-11.598424,	5.805787,	-5.792637
-11.598645,	5.805898,	-5.792748
-11.598866,	5.806008,	-5.792858
-11.599088,	5.806119,	-5.792969
-11.599309,	5.806229,	-5.793079
-11.599530,	5.806340,	-5.793190
-11.599751,	5.806450,	-5.793300
-11.599972,	5.806561,	-5.793411
-11.600193,	5.806671,	-5.793521
-11.600414,	5.806782,	-5.793632
-11.600635,	5.806892,	-5.793742
-11.600856,	5.807003,	-5.793853
-11.601077,	5.807114,	-5.793964
-11.601298,	5.807224,	-5.794074
-11.601519,	5.807335,	-5.794185
-11.601740,	5.807445,	-5.794295
-11.601961,	5.807556,	-5.794406
-11.602182,	5.807666,	-5.794516
-11.602403,	5.807777,	-5.794627
-11.602624,	5.807887,	-5.794737
-11.602845,	5.807998,	-5.794848
-11.603067,	5.808108,	-5.794958
-11.603288,	5.808219,	-5.795069
-11.603509,	5.808329,	-5.795179
-11.603730,	5.808440,	-5.795290
-11.603951,	5.808550,	-5.795400
-11.604172,	5.808661,	-5.795511
-11.604393,	5.808771,	-5.795621
-11.604614,	5.808882,	-5.795732
-11.604835,	5.808993,	-5.795842
-11.605056,	5.809103,	-5.795953
-11.605277,	5.809214,	-5.796063
-11.605498,	5.809324,	-5.796174
-11.605719,	5.809435,	-5.796285
-11.605940,	5.809545,	-5.796395
-11.606161,	5.809656,	-5.796506
-11.606382,	5.809766,	-5.796616
-11.606603,	5.809877,	-5.796727
-11.606824,	5.809987,	-5.796837
-11.607046,	5.810098,	-5.796948
-11.607267,	5.810208,	-5.797058
-11.607488,	5.810319,	-5.797169
-11.607709,	5.810429,	-5.797279
-11.607930,	5.810540,	-5.797390
-11.608151,	5.810651,	-5.797500
-11.608372,	5.810761,	-5.797611
-11.608593,	5.810872,	-5.797721
-11.608814,	5.810982,	-5.797832
-11.609035,	5.811093,	-5.797942
-11.609256,	5.811203,	-5.798053
-11.609477,	5.811314,	-5.798163
-11.609698,	5.811424,	-5.798274
-11.609919,	5.811535,	-5.798384
-11.610140,	5.811645,	-5.798495
-11.610361,	5.811756,	-5.798605
-11.610582,	5.811866,	-5.798716
-11.610803,	5.811977,	-5.798827
-11.611025,	5.812087,	-5.798937
-11.611246,	5.812198,	-5.799048
-11.611467,	5.812309,	-5.799158
-11.611688,	5.812419,	-5.799269
-11.611909,	5.812530,	-5.799379
-11.612130,	5.812640,	-5.799490
-11.612351,	5.812751,	-5.799600
-11.612572,	5.812861,	-5.799711
-11.612793,	5.812972,	-5.799821
-11.613014,	5.813082,	-5.799932
-11.613235,	5.813193,	-5.800042
-11.613456,	5.813303,	-5.800153
-11.613677,	5.813414,	-5.800263
-11.613898,	5.813524,	-5.800374
-11.614119,	5.813635,	-5.800484
-11.614340,	5.813745,	-5.800595
-11.614561,	5.813856,	-5.800705
-11.614782,	5.813967,	-5.800816
-11.615004,	5.814077,	-5.800926
-11.615225,	5.814188,	-5.801037
-11.615446,	5.814298,	-5.801148
-11.615667,	5.814409,	-5.801258
-11.615888,	5.814519,	-5.801369
-11.616109,	5.814630,	-5.801479
-11.616330,	5.814740,	-5.801590
-11.616551,	5.814851,	-5.801700
-11.616772,	5.814961,	-5.801811
-11.616993,	5.815072,	-5.801921
-11.617214,	5.815182,	-5.802032
-11.617435,	5.815293,	-5.802142
-11.617656,	5.815403,	-5.802253
-11.617877,	5.815514,	-5.802363
-11.618098,	5.815625,	-5.802474
-11.618319,	5.815735,	-5.802584
-11.618540,	5.815846,	-5.802695
-11.618761,	5.815956,	-5.802805
-11.618983,	5.816067,	-5.802916
-11.619204,	5.816177,	-5.803026
-11.619425,	5.816288,	-5.803137
-11.619646,	5.816398,	-5.803247
-11.619867,	5.816509,	-5.803358
-11.620088,	5.816619,	-5.803469
-11.620309,	5.816730,	-5.803579
-11.620530,	5.816840,	-5.803690
-11.620751,	5.816951,	-5.803800
-11.620972,	5.817061,	-5.803911
-11.621193,	5.817172,	-5.804021
-11.621414,	5.817283,	-5.804132
-11.621635,	5.817393,	-5.804242
-11.621856,	5.817504,	-5.804353
-11.622077,	5.817614,	-5.804463
-11.622298,	5.817725,	-5.804574
-11.622519,	5.817835,	-5.804684
-11.622741,	5.817946,	-5.804795
-11.622962,	5.818056,	-5.804905
-11.623183,	5.818167,	-5.805016
-11.623404,	5.818277,	-5.805126
-11.623625,	5.818388,	-5.805237
-11.623846,	5.818498,	-5.805347
-11.624067,	5.818609,	-5.805458
-11.624288,	5.818719,	-5.805568
-11.624509,	5.818830,	-5.805679
-11.624730,	5.818941,	-5.805790
-11.624951,	5.819051,	-5.805900
-11.625172,	5.819162,	-5.806011
-11.625393,	5.819272,	-5.806121
-11.625614,	5.819383,	-5.806232
-11.625835,	5.819493,	-5.806342
-11.626056,	5.819604,	-5.806453
-11.626277,	5.819714,	-5.806563
-11.626498,	5.819825,	-5.806674
-11.626720,	5.819935,	-5.806784
-11.626941,	5.820046,	-5.806895
-11.627162,	5.820156,	-5.807005
-11.627383,	5.820267,	-5.807116
-11.627604,	5.820377,	-5.807226
-11.627825,	5.820488,	-5.807337
-11.628046,	5.820599,	-5.807447
-11.628267,	5.820709,	-5.807558
-11.628488,	5.820820,	-5.807668
-11.628709,	5.820930,	-5.807779
-11.628930,	5.821041,	-5.807889
-11.629151,	5.821151,	-5.808000
-11.629372,	5.821262,	-5.808110
-11.629593,	5.821372,	-5.808221
-11.629814,	5.821483,	-5.808332
-11.630035,	5.821593,	-5.808442
-11.630256,	5.821704,	-5.808553
-11.630478,	5.821814,	-5.808663
-11.630699,	5.821925,	-5.808774
-11.630920,	5.822035,	-5.808884
-11.631141,	5.822146,	-5.808995
-11.631362,	5.822257,	-5.809105
-11.631583,	5.822367,	-5.809216
-11.631804,	5.822478,	-5.809326
-11.632025,	5.822588,	-5.809437
-11.632246,	5.822699,	-5.809547
-11.632467,	5.822809,	-5.809658
-11.632688,	5.822920,	-5.809768
-11.632909,	5.823030,	-5.809879
-11.633130,	5.823141,	-5.809989
-11.633351,	5.823251,	-5.810100
-11.633572,	5.823362,	-5.810210
-11.633793,	5.823472,	-5.810321
-11.634014,	5.823583,	-5.810431
-11.634235,	5.823693,	-5.810542
-11.634457,	5.823804,	-5.810653
-11.634678,	5.823915,	-5.810763
-11.634899,	5.824025,	-5.810874
-11.635120,	5.824136,	-5.810984
-11.635341,	5.824246,	-5.811095
-11.635562,	5.824357,	-5.811205
-11.635783,	5.824467,	-5.811316
-11.636004,	5.824578,	-5.811426
-11.636225,	5.824688,	-5.811537
-11.636446,	5.824799,	-5.811647
-11.636667,	5.824909,	-5.811758
-11.636888,	5.825020,	-5.811868
-11.637109,	5.825130,	-5.811979
-11.637330,	5.825241,	-5.812089
-11.637551,	5.825352,	-5.812200
-11.637772,	5.825462,	-5.812310
-11.637993,	5.825573,	-5.812421
-11.638215,	5.825683,	-5.812531
-11.638436,	5.825794,	-5.812642
-11.638657,	5.825904,	-5.812752
-11.638878,	5.826015,	-5.812863
-11.639099,	5.826125,	-5.812974
-11.639320,	5.826236,	-5.813084
-11.639541,	5.826346,	-5.813195
-11.639762,	5.826457,	-5.813305
-11.639983,	5.826567,	-5.813416
-11.640204,	5.826678,	-5.813526
-11.640425,	5.826788,	-5.813637
-11.640646,	5.826899,	-5.813747
-11.640867,	5.827010,	-5.813858
-11.641088,	5.827120,	-5.813968
-11.641309,	5.827231,	-5.814079
-11.641530,	5.827341,	-5.814189
-11.641751,	5.827452,	-5.814300
-11.641973,	5.827562,	-5.814410
-11.642194,	5.827673,	-5.814521
-11.642415,	5.827783,	-5.814631
-11.642636,	5.827894,	-5.814742
-11.642857,	5.828004,	-5.814852
-11.643078,	5.828115,	-5.814963
-11.643299,	5.828225,	-5.815073
-11.643520,	5.828336,	-5.815184
-11.643741,	5.828446,	-5.815295
-11.643962,	5.828557,	-5.815405
-11.644183,	5.828668,	-5.815516
-11.644404,	5.828778,	-5.815626
-11.644625,	5.828889,	-5.815737
-11.644846,	5.828999,	-5.815847
-11.645067,	5.829110,	-5.815958
-11.645288,	5.829220,	-5.816068
-11.645509,	5.829331,	-5.816179
-11.645731,	5.829441,	-5.816289
-11.645952,	5.829552,	-5.816400
-11.646173,	5.829662,	-5.816510
-11.646394,	5.829773,	-5.816621
-11.646615,	5.829883,	-5.816731
-11.646836,	5.829994,	-5.816842
-11.647057,	5.830105,	-5.816952
-11.647278,	5.830215,	-5.817063
-11.647499,	5.830326,	-5.817173
-11.647720,	5.830436,	-5.817284
-11.647941,	5.830547,	-5.817394
-11.648162,	5.830657,	-5.817505
-11.648383,	5.830768,	-5.817615
-11.648604,	5.830878,	-5.817726
-11.648825,	5.830989,	-5.817837
-11.649046,	5.831099,	-5.817947
-11.649267,	5.831210,	-5.818058
-11.649489,	5.831320,	-5.818168
-11.649710,	5.831431,	-5.818279
-11.649931,	5.831541,	-5.818389
-11.650152,	5.831652,	-5.818500
-11.650373,	5.831763,	-5.818610
-11.650594,	5.831873,	-5.818721
-11.650815,	5.831984,	-5.818831
-11.651036,	5.832094,	-5.818942
-11.651257,	5.832205,	-5.819052
-11.651478,	5.832315,	-5.819163
-11.651699,	5.832426,	-5.819273
-11.651920,	5.832536,	-5.819384
-11.652141,	5.832647,	-5.819494
-11.652362,	5.832757,	-5.819605
-11.652583,	5.832868,	-5.819715
-11.652804,	5.832978,	-5.819826
-11.653025,	5.833089,	-5.819936
-11.653247,	5.833200,	-5.820047
-11.653468,	5.833310,	-5.820158
-11.653689,	5.833421,	-5.820268
-11.653910,	5.833531,	-5.820379
-11.654131,	5.833642,	-5.820489
-11.654352,	5.833752,	-5.820600
-11.654573,	5.833863,	-5.820710
-11.654794,	5.833973,	-5.820821
-11.655015,	5.834084,	-5.820931
-11.655236,	5.834194,	-5.821042
-11.655457,	5.834305,	-5.821152
-11.655678,	5.834415,	-5.821263
-11.655899,	5.834526,	-5.821373
-11.656120,	5.834637,	-5.821484
-11.656341,	5.834747,	-5.821594
-11.656562,	5.834858,	-5.821705
-11.656784,	5.834968,	-5.821815
-11.657005,	5.835079,	-5.821926
-11.657226,	5.835189,	-5.822036
-11.657447,	5.835300,	-5.822147
-11.657668,	5.835410,	-5.822257
-11.657889,	5.835521,	-5.822368
-11.658110,	5.835631,	-5.822479
-11.658331,	5.835742,	-5.822589
-11.658552,	5.835852,	-5.822700
-11.658773,	5.835963,	-5.822810
-11.658994,	5.836074,	-5.822921
-11.659215,	5.836184,	-5.823031
-11.659436,	5.836295,	-5.823142
-11.659657,	5.836405,	-5.823252
-11.659878,	5.836516,	-5.823363
-11.660099,	5.836626,	-5.823473
-11.660320,	5.836737,	-5.823584
-11.660542,	5.836847,	-5.823694
-11.660763,	5.836958,	-5.823805
-11.660984,	5.837068,	-5.823915
-11.661205,	5.837179,	-5.824026
-11.661426,	5.837289,	-5.824136
-11.661647,	5.837400,	-5.824247
-11.661868,	5.837510,	-5.824357
-11.662089,	5.837621,	-5.824468
-11.662310,	5.837732,	-5.824578
-11.662531,	5.837842,	-5.824689
-11.662752,	5.837953,	-5.824800
-11.662973,	5.838063,	-5.824910
-11.663194,	5.838174,	-5.825021
-11.663415,	5.838284,	-5.825131
-11.663636,	5.838395,	-5.825242
-11.663857,	5.838505,	-5.825352
-11.664079,	5.838616,	-5.825463
-11.664300,	5.838726,	-5.825573
-11.664521,	5.838837,	-5.825684
-11.664742,	5.838947,	-5.825794
-11.664963,	5.839058,	-5.825905
-11.665184,	5.839169,	-5.826015
-11.665405,	5.839279,	-5.826126
-11.665626,	5.839390,	-5.826236
-11.665847,	5.839500,	-5.826347
-11.666068,	5.839611,	-5.826457
-11.666289,	5.839721,	-5.826568
-11.666510,	5.839832,	-5.826678
-11.666731,	5.839942,	-5.826789
-11.666952,	5.840053,	-5.826899
-11.667173,	5.840163,	-5.827010
-11.667394,	5.840274,	-5.827121
-11.667616,	5.840384,	-5.827231
-11.667837,	5.840495,	-5.827342
-11.668058,	5.840606,	-5.827452
-11.668279,	5.840716,	-5.827563
-11.668500,	5.840827,	-5.827673
-11.668721,	5.840937,	-5.827784
-11.668942,	5.841048,	-5.827894
-11.669163,	5.841158,	-5.828005
-11.669384,	5.841269,	-5.828115
-11.669605,	5.841379,	-5.828226
-11.669826,	5.841490,	-5.828336
-11.670047,	5.841600,	-5.828447
-11.670268,	5.841711,	-5.828557
-11.670489,	5.841821,	-5.828668
-11.670710,	5.841932,	-5.828778
-11.670931,	5.842043,	-5.828889
-11.671153,	5.842153,	-5.828999
-11.671374,	5.842264,	-5.829110
-11.671595,	5.842374,	-5.829220
-11.671816,	5.842485,	-5.829331
-11.672037,	5.842595,	-5.829441
-11.672258,	5.842706,	-5.829552
-11.672479,	5.842816,	-5.829663
-11.672700,	5.842927,	-5.829773
-11.672921,	5.843037,	-5.829884
-11.673142,	5.843148,	-5.829994
-11.673363,	5.843259,	-5.830105
-11.673584,	5.843369,	-5.830215
-11.673805,	5.843480,	-5.830326
-11.674026,	5.843590,	-5.830436
-11.674247,	5.843701,	-5.830547
-11.674468,	5.843811,	-5.830657
-11.674690,	5.843922,	-5.830768
-11.674911,	5.844032,	-5.830878
-11.675132,	5.844143,	-5.830989
-11.675353,	5.844253,	-5.831099
-11.675574,	5.844364,	-5.831210
-11.675795,	5.844474,	-5.831320
-11.676016,	5.844585,	-5.831431
-11.676237,	5.844696,	-5.831541
-11.676458,	5.844806,	-5.831652
-11.676679,	5.844917,	-5.831762
-11.676900,	5.845027,	-5.831873
-11.677121,	5.845138,	-5.831984
-11.677342,	5.845248,	-5.832094
-11.677563,	5.845359,	-5.832205
-11.677784,	5.845469,	-5.832315
-11.678005,	5.845580,	-5.832426
-11.678227,	5.845690,	-5.832536
-11.678448,	5.845801,	-5.832647
-11.678669,	5.845911,	-5.832757
-11.678890,	5.846022,	-5.832868
-11.679111,	5.846133,	-5.832978
-11.679332,	5.846243,	-5.833089
-11.679553,	5.846354,	-5.833199
-11.679774,	5.846464,	-5.833310
-11.679995,	5.846575,	-5.833420
-11.680216,	5.846685,	-5.833531
-11.680437,	5.846796,	-5.833641
-11.680658,	5.846906,	-5.833752
-11.680879,	5.847017,	-5.833862
-11.681100,	5.847127,	-5.833973
-11.681321,	5.847238,	-5.834083
-11.681542,	5.847349,	-5.834194
-11.681764,	5.847459,	-5.834305
-11.681985,	5.847570,	-5.834415
-11.682206,	5.847680,	-5.834526
-11.682427,	5.847791,	-5.834636
-11.682648,	5.847901,	-5.834747
-11.682869,	5.848012,	-5.834857
-11.683090,	5.848122,	-5.834968
-11.683311,	5.848233,	-5.835078
-11.683532,	5.848343,	-5.835189
-11.683753,	5.848454,	-5.835299
-11.683974,	5.848564,	-5.835410
-11.684195,	5.848675,	-5.835520
-11.684416,	5.848786,	-5.835631
-11.684637,	5.848896,	-5.835741
-11.684858,	5.849007,	-5.835852
-11.685080,	5.849117,	-5.835962
-11.685301,	5.849228,	-5.836073
-11.685522,	5.849338,	-5.836183
-11.685743,	5.849449,	-5.836294
-11.685964,	5.849559,	-5.836404
-11.686185,	5.849670,	-5.836515
-11.686406,	5.849780,	-5.836626
-11.686627,	5.849891,	-5.836736
-11.686848,	5.850002,	-5.836847
-11.687069,	5.850112,	-5.836957
-11.687290,	5.850223,	-5.837068
-11.687511,	5.850333,	-5.837178
-11.687732,	5.850444,	-5.837289
-11.687953,	5.850554,	-5.837399
-11.688174,	5.850665,	-5.837510
-11.688396,	5.850775,	-5.837620
-11.688617,	5.850886,	-5.837731
-11.688838,	5.850996,	-5.837841
-11.689059,	5.851107,	-5.837952
-11.689280,	5.851217,	-5.838062
-11.689501,	5.851328,	-5.838173
-11.689722,	5.851439,	-5.838283
-11.689943,	5.851549,	-5.838394
-11.690164,	5.851660,	-5.838504
-11.690385,	5.851770,	-5.838615
-11.690606,	5.851881,	-5.838725
-11.690827,	5.851991,	-5.838836
-11.691048,	5.852102,	-5.838946
-11.691269,	5.852212,	-5.839057
-11.691490,	5.852323,	-5.839168
-11.691712,	5.852433,	-5.839278
-11.691933,	5.852544,	-5.839389
-11.692154,	5.852655,	-5.839499
-11.692375,	5.852765,	-5.839610
-11.692596,	5.852876,	-5.839720
-11.692817,	5.852986,	-5.839831
-11.693038,	5.853097,	-5.839941
-11.693259,	5.853207,	-5.840052
-11.693480,	5.853318,	-5.840162
-11.693701,	5.853428,	-5.840273
-11.693922,	5.853539,	-5.840383
-11.694143,	5.853649,	-5.840494
-11.694364,	5.853760,	-5.840604
-11.694585,	5.853871,	-5.840715
-11.694806,	5.853981,	-5.840825
-11.695028,	5.854092,	-5.840936
-11.695249,	5.854202,	-5.841046
-11.695470,	5.854313,	-5.841157
-11.695691,	5.854423,	-5.841267
-11.695912,	5.854534,	-5.841378
-11.696133,	5.854644,	-5.841489
-11.696354,	5.854755,	-5.841599
-11.696575,	5.854865,	-5.841710
-11.696796,	5.854976,	-5.841820
-11.697017,	5.855086,	-5.841931
-11.697238,	5.855197,	-5.842041
-11.697459,	5.855308,	-5.842152
-11.697680,	5.855418,	-5.842262
-11.697901,	5.855529,	-5.842373
-11.698122,	5.855639,	-5.842483
-11.698344,	5.855750,	-5.842594
-11.698565,	5.855860,	-5.842704
-11.698786,	5.855971,	-5.842815
-11.699007,	5.856081,	-5.842925
-11.699228,	5.856192,	-5.843036
-11.699449,	5.856302,	-5.843146
-11.699670,	5.856413,	-5.843257
-11.699891,	5.856524,	-5.843367
-11.700112,	5.856634,	-5.843478
-11.700333,	5.856745,	-5.843588
-11.700554,	5.856855,	-5.843699
-11.700775,	5.856966,	-5.843810
-11.700996,	5.857076,	-5.843920
-11.701217,	5.857187,	-5.844031
-11.701438,	5.857297,	-5.844141
-11.701660,	5.857408,	-5.844252
-11.701881,	5.857518,	-5.844362
-11.702102,	5.857629,	-5.844473
-11.702323,	5.857740,	-5.844583
-11.702544,	5.857850,	-5.844694
-11.702765,	5.857961,	-5.844804
-11.702986,	5.858071,	-5.844915
-11.703207,	5.858182,	-5.845025
-11.703428,	5.858292,	-5.845136
-11.703649,	5.858403,	-5.845246
-11.703870,	5.858513,	-5.845357
-11.704091,	5.858624,	-5.845467
-11.704312,	5.858734,	-5.845578
-11.704533,	5.858845,	-5.845688
